Brand,Date,Product,Category,City,Price,Quantity,DeliveryTime(min),PaymentMode,Rating,TotalAmount,DeliverySpeed,OrderMonth,OrderWeekday,OrderDay,IsWeekend,RatingCategory
Zepto,2024-11-12,Juice,Beverages,Bangalore,42,5,15,Cod,5.0,210,Medium,November,Tuesday,12,False,High
Zepto,2024-11-13,Rice,Grains,Bangalore,198,3,9,Cod,4.0,594,Fast,November,Wednesday,13,False,High
Zepto,2024-11-14,Juice,Beverages,Hyderabad,129,5,12,Card,4.0,645,Fast,November,Thursday,14,False,High
Blinkit,2024-11-15,Biscuits,Bakery,Mumbai,216,4,12,Upi,3.0,864,Fast,November,Friday,15,False,Medium
Blinkit,2024-11-16,Bread,Bakery,Chennai,146,3,18,Upi,1.0,438,Medium,November,Saturday,16,True,Low
Zepto,2024-11-17,Coke,Beverages,Hyderabad,90,1,19,Upi,3.0,90,Medium,November,Sunday,17,True,Medium
Blinkit,2024-11-18,Milk,Dairy,Chennai,42,3,20,Cod,4.0,126,Medium,November,Monday,18,False,High
Zepto,2024-11-19,Atta,Grains,Hyderabad,58,5,16,Upi,3.0,290,Medium,November,Tuesday,19,False,Medium
Zepto,2024-11-20,Juice,Beverages,Mumbai,139,2,12,Card,4.0,278,Fast,November,Wednesday,20,False,High
Blinkit,2024-11-21,Coke,Beverages,Delhi,250,1,12,Card,3.0,250,Fast,November,Thursday,21,False,Medium
Blinkit,2024-11-22,Snacks,Snacks,Delhi,137,4,18,Upi,1.0,548,Medium,November,Friday,22,False,Low
Zepto,2024-11-23,Milk,Dairy,Bangalore,83,2,11,Cod,3.0,166,Fast,November,Saturday,23,True,Medium
Zepto,2024-11-24,Eggs,Poultry,Chennai,138,1,13,Upi,4.0,138,Fast,November,Sunday,24,True,High
Blinkit,2024-11-25,Juice,Beverages,Hyderabad,56,4,17,Upi,4.0,224,Medium,November,Monday,25,False,High
Zepto,2024-11-26,Coke,Beverages,Bangalore,67,5,20,Cod,1.0,335,Medium,November,Tuesday,26,False,Low
Blinkit,2024-11-27,Biscuits,Bakery,Hyderabad,228,2,23,Card,3.0,456,Slow,November,Wednesday,27,False,Medium
Blinkit,2024-11-28,Atta,Grains,Bangalore,45,5,12,Card,2.0,225,Fast,November,Thursday,28,False,Low
Blinkit,2024-11-29,Rice,Grains,Hyderabad,203,4,14,Cod,2.0,812,Fast,November,Friday,29,False,Low
Zepto,2024-11-30,Rice,Grains,Chennai,69,1,13,Upi,2.0,69,Fast,November,Saturday,30,True,Low
Zepto,2024-12-01,Rice,Grains,Chennai,97,2,10,Upi,3.0,194,Fast,December,Sunday,1,True,Medium
Zepto,2024-12-02,Eggs,Poultry,Chennai,62,2,9,Cod,1.0,124,Fast,December,Monday,2,False,Low
Blinkit,2024-12-03,Atta,Grains,Hyderabad,199,1,19,Upi,3.0,199,Medium,December,Tuesday,3,False,Medium
Zepto,2024-12-04,Paneer,Dairy,Bangalore,81,5,7,Card,1.0,405,Fast,December,Wednesday,4,False,Low
Zepto,2024-12-05,Coke,Beverages,Hyderabad,196,5,13,Upi,1.0,980,Fast,December,Thursday,5,False,Low
Blinkit,2024-12-06,Paneer,Dairy,Hyderabad,179,4,11,Card,1.0,716,Fast,December,Friday,6,False,Low
Blinkit,2024-12-07,Paneer,Dairy,Mumbai,93,3,21,Upi,5.0,279,Slow,December,Saturday,7,True,High
Blinkit,2024-12-08,Paneer,Dairy,Bangalore,37,5,25,Cod,5.0,185,Slow,December,Sunday,8,True,High
Blinkit,2024-12-09,Butter,Dairy,Delhi,43,2,13,Cod,1.0,86,Fast,December,Monday,9,False,Low
Zepto,2024-12-10,Snacks,Snacks,Mumbai,219,3,15,Card,2.0,657,Medium,December,Tuesday,10,False,Low
Blinkit,2024-12-11,Biscuits,Bakery,Mumbai,217,2,12,Cod,1.0,434,Fast,December,Wednesday,11,False,Low
Blinkit,2024-12-12,Juice,Beverages,Delhi,63,5,17,Cod,5.0,315,Medium,December,Thursday,12,False,High
Zepto,2024-12-13,Butter,Dairy,Chennai,46,2,11,Card,5.0,92,Fast,December,Friday,13,False,High
Blinkit,2024-12-14,Butter,Dairy,Delhi,62,4,14,Card,3.0,248,Fast,December,Saturday,14,True,Medium
Blinkit,2024-12-15,Eggs,Poultry,Hyderabad,123,1,10,Cod,5.0,123,Fast,December,Sunday,15,True,High
Zepto,2024-12-16,Juice,Beverages,Mumbai,54,1,13,Card,4.0,54,Fast,December,Monday,16,False,High
Blinkit,2024-12-17,Bread,Bakery,Bangalore,85,2,12,Cod,5.0,170,Fast,December,Tuesday,17,False,High
Zepto,2024-12-18,Eggs,Poultry,Bangalore,125,4,16,Upi,2.0,500,Medium,December,Wednesday,18,False,Low
Blinkit,2024-12-19,Paneer,Dairy,Hyderabad,229,2,12,Upi,3.0,458,Fast,December,Thursday,19,False,Medium
Blinkit,2024-12-20,Milk,Dairy,Chennai,70,2,14,Card,5.0,140,Fast,December,Friday,20,False,High
Blinkit,2024-12-21,Milk,Dairy,Chennai,141,4,10,Card,5.0,564,Fast,December,Saturday,21,True,High
Blinkit,2024-12-22,Biscuits,Bakery,Delhi,135,4,23,Cod,3.0,540,Slow,December,Sunday,22,True,Medium
Blinkit,2024-12-23,Rice,Grains,Hyderabad,149,3,14,Upi,3.0,447,Fast,December,Monday,23,False,Medium
Zepto,2024-12-24,Milk,Dairy,Bangalore,58,3,20,Cod,4.0,174,Medium,December,Tuesday,24,False,High
Blinkit,2024-12-25,Atta,Grains,Chennai,227,1,19,Card,3.0,227,Medium,December,Wednesday,25,False,Medium
Blinkit,2024-12-26,Biscuits,Bakery,Chennai,141,3,12,Cod,4.0,423,Fast,December,Thursday,26,False,High
Zepto,2024-12-27,Biscuits,Bakery,Hyderabad,81,1,19,Upi,5.0,81,Medium,December,Friday,27,False,High
Blinkit,2024-12-28,Milk,Dairy,Hyderabad,134,1,24,Card,3.0,134,Slow,December,Saturday,28,True,Medium
Blinkit,2024-12-29,Milk,Dairy,Mumbai,69,1,24,Cod,5.0,69,Slow,December,Sunday,29,True,High
Blinkit,2024-12-30,Eggs,Poultry,Delhi,183,1,21,Card,4.0,183,Slow,December,Monday,30,False,High
Blinkit,2024-12-31,Atta,Grains,Mumbai,84,4,25,Upi,3.0,336,Slow,December,Tuesday,31,False,Medium
Blinkit,2025-01-01,Butter,Dairy,Bangalore,249,3,14,Card,3.0,747,Fast,January,Wednesday,1,False,Medium
Zepto,2025-01-02,Snacks,Snacks,Chennai,229,5,17,Card,2.0,1145,Medium,January,Thursday,2,False,Low
Blinkit,2025-01-03,Juice,Beverages,Bangalore,44,4,12,Card,4.0,176,Fast,January,Friday,3,False,High
Blinkit,2025-01-04,Biscuits,Bakery,Delhi,198,3,10,Card,3.0,594,Fast,January,Saturday,4,True,Medium
Zepto,2025-01-05,Coke,Beverages,Hyderabad,112,2,18,Card,2.0,224,Medium,January,Sunday,5,True,Low
Zepto,2025-01-06,Milk,Dairy,Hyderabad,39,2,12,Cod,5.0,78,Fast,January,Monday,6,False,High
Blinkit,2025-01-07,Rice,Grains,Mumbai,187,1,12,Upi,2.0,187,Fast,January,Tuesday,7,False,Low
Zepto,2025-01-08,Snacks,Snacks,Mumbai,182,4,17,Cod,3.0,728,Medium,January,Wednesday,8,False,Medium
Zepto,2025-01-09,Eggs,Poultry,Bangalore,31,2,18,Cod,5.0,62,Medium,January,Thursday,9,False,High
Zepto,2025-01-10,Milk,Dairy,Chennai,236,3,19,Upi,3.0,708,Medium,January,Friday,10,False,Medium
Zepto,2025-01-11,Rice,Grains,Delhi,129,5,8,Card,3.0,645,Fast,January,Saturday,11,True,Medium
Zepto,2025-01-12,Snacks,Snacks,Bangalore,186,5,7,Upi,3.0,930,Fast,January,Sunday,12,True,Medium
Blinkit,2025-01-13,Juice,Beverages,Bangalore,226,5,13,Card,3.0,1130,Fast,January,Monday,13,False,Medium
Zepto,2025-01-14,Juice,Beverages,Mumbai,46,3,19,Cod,4.0,138,Medium,January,Tuesday,14,False,High
Blinkit,2025-01-15,Juice,Beverages,Hyderabad,224,4,23,Cod,3.0,896,Slow,January,Wednesday,15,False,Medium
Blinkit,2025-01-16,Milk,Dairy,Chennai,200,3,13,Upi,2.0,600,Fast,January,Thursday,16,False,Low
Zepto,2025-01-17,Snacks,Snacks,Chennai,155,5,17,Upi,2.0,775,Medium,January,Friday,17,False,Low
Blinkit,2025-01-18,Biscuits,Bakery,Hyderabad,194,3,18,Cod,3.0,582,Medium,January,Saturday,18,True,Medium
Zepto,2025-01-19,Snacks,Snacks,Delhi,204,1,8,Cod,5.0,204,Fast,January,Sunday,19,True,High
Blinkit,2025-01-20,Bread,Bakery,Chennai,150,2,15,Upi,3.0,300,Medium,January,Monday,20,False,Medium
Zepto,2025-01-21,Snacks,Snacks,Bangalore,97,1,18,Cod,1.0,97,Medium,January,Tuesday,21,False,Low
Blinkit,2025-01-22,Bread,Bakery,Mumbai,215,1,19,Card,1.0,215,Medium,January,Wednesday,22,False,Low
Blinkit,2025-01-23,Rice,Grains,Chennai,174,1,14,Upi,1.0,174,Fast,January,Thursday,23,False,Low
Blinkit,2025-01-24,Coke,Beverages,Delhi,143,5,16,Card,2.0,715,Medium,January,Friday,24,False,Low
Zepto,2025-01-25,Eggs,Poultry,Chennai,124,4,20,Cod,1.0,496,Medium,January,Saturday,25,True,Low
Blinkit,2025-01-26,Rice,Grains,Chennai,96,5,15,Upi,3.0,480,Medium,January,Sunday,26,True,Medium
Blinkit,2025-01-27,Paneer,Dairy,Delhi,207,3,17,Cod,3.0,621,Medium,January,Monday,27,False,Medium
Blinkit,2025-01-28,Biscuits,Bakery,Mumbai,241,1,18,Upi,1.0,241,Medium,January,Tuesday,28,False,Low
Blinkit,2025-01-29,Butter,Dairy,Hyderabad,213,1,23,Card,1.0,213,Slow,January,Wednesday,29,False,Low
Blinkit,2025-01-30,Biscuits,Bakery,Chennai,218,3,11,Cod,5.0,654,Fast,January,Thursday,30,False,High
Blinkit,2025-01-31,Juice,Beverages,Delhi,69,5,20,Card,1.0,345,Medium,January,Friday,31,False,Low
Zepto,2025-02-01,Atta,Grains,Hyderabad,206,1,12,Upi,3.0,206,Fast,February,Saturday,1,True,Medium
Blinkit,2025-02-02,Paneer,Dairy,Bangalore,45,1,18,Upi,1.0,45,Medium,February,Sunday,2,True,Low
Zepto,2025-02-03,Milk,Dairy,Chennai,61,2,19,Cod,1.0,122,Medium,February,Monday,3,False,Low
Blinkit,2025-02-04,Snacks,Snacks,Hyderabad,161,3,22,Upi,3.0,483,Slow,February,Tuesday,4,False,Medium
Blinkit,2025-02-05,Eggs,Poultry,Chennai,93,2,18,Cod,2.0,186,Medium,February,Wednesday,5,False,Low
Blinkit,2025-02-06,Milk,Dairy,Hyderabad,100,4,25,Cod,4.0,400,Slow,February,Thursday,6,False,High
Blinkit,2025-02-07,Eggs,Poultry,Hyderabad,154,1,16,Upi,3.0,154,Medium,February,Friday,7,False,Medium
Zepto,2025-02-08,Coke,Beverages,Delhi,91,5,12,Cod,2.0,455,Fast,February,Saturday,8,True,Low
Zepto,2025-02-09,Milk,Dairy,Chennai,44,2,12,Upi,1.0,88,Fast,February,Sunday,9,True,Low
Zepto,2025-02-10,Coke,Beverages,Hyderabad,40,3,11,Cod,3.0,120,Fast,February,Monday,10,False,Medium
Blinkit,2025-02-11,Butter,Dairy,Mumbai,117,5,22,Card,1.0,585,Slow,February,Tuesday,11,False,Low
Zepto,2025-02-12,Milk,Dairy,Bangalore,151,4,14,Cod,5.0,604,Fast,February,Wednesday,12,False,High
Blinkit,2025-02-13,Eggs,Poultry,Mumbai,158,3,16,Upi,3.0,474,Medium,February,Thursday,13,False,Medium
Blinkit,2025-02-14,Rice,Grains,Chennai,208,3,18,Cod,3.0,624,Medium,February,Friday,14,False,Medium
Zepto,2025-02-15,Milk,Dairy,Bangalore,56,1,15,Card,3.0,56,Medium,February,Saturday,15,True,Medium
Blinkit,2025-02-16,Milk,Dairy,Hyderabad,86,3,13,Upi,2.0,258,Fast,February,Sunday,16,True,Low
Blinkit,2025-02-17,Paneer,Dairy,Chennai,45,3,25,Cod,3.0,135,Slow,February,Monday,17,False,Medium
Blinkit,2025-02-18,Atta,Grains,Mumbai,156,4,10,Card,2.0,624,Fast,February,Tuesday,18,False,Low
Blinkit,2025-02-19,Butter,Dairy,Bangalore,224,5,12,Card,1.0,1120,Fast,February,Wednesday,19,False,Low
Blinkit,2025-02-20,Butter,Dairy,Delhi,237,4,13,Card,2.0,948,Fast,February,Thursday,20,False,Low
Zepto,2025-02-21,Juice,Beverages,Hyderabad,40,1,13,Cod,3.0,40,Fast,February,Friday,21,False,Medium
Zepto,2025-02-22,Coke,Beverages,Hyderabad,224,1,10,Card,4.0,224,Fast,February,Saturday,22,True,High
Zepto,2025-02-23,Rice,Grains,Mumbai,163,1,18,Upi,1.0,163,Medium,February,Sunday,23,True,Low
Blinkit,2025-02-24,Snacks,Snacks,Bangalore,144,4,10,Upi,1.0,576,Fast,February,Monday,24,False,Low
Blinkit,2025-02-25,Atta,Grains,Hyderabad,51,4,24,Upi,3.0,204,Slow,February,Tuesday,25,False,Medium
Blinkit,2025-02-26,Butter,Dairy,Bangalore,65,5,19,Upi,5.0,325,Medium,February,Wednesday,26,False,High
Zepto,2025-02-27,Juice,Beverages,Bangalore,59,1,17,Cod,3.0,59,Medium,February,Thursday,27,False,Medium
Blinkit,2025-02-28,Milk,Dairy,Chennai,66,2,10,Upi,2.0,132,Fast,February,Friday,28,False,Low
Zepto,2025-03-01,Butter,Dairy,Delhi,150,2,10,Card,3.0,300,Fast,March,Saturday,1,True,Medium
Blinkit,2025-03-02,Coke,Beverages,Bangalore,234,2,13,Cod,3.0,468,Fast,March,Sunday,2,True,Medium
Blinkit,2025-03-03,Biscuits,Bakery,Bangalore,94,5,11,Cod,5.0,470,Fast,March,Monday,3,False,High
Blinkit,2025-03-04,Atta,Grains,Mumbai,142,5,24,Upi,4.0,710,Slow,March,Tuesday,4,False,High
Zepto,2025-03-05,Rice,Grains,Chennai,230,5,18,Upi,1.0,1150,Medium,March,Wednesday,5,False,Low
Zepto,2025-03-06,Butter,Dairy,Bangalore,206,3,20,Upi,2.0,618,Medium,March,Thursday,6,False,Low
Blinkit,2025-03-07,Rice,Grains,Chennai,204,4,15,Upi,5.0,816,Medium,March,Friday,7,False,High
Zepto,2025-03-08,Eggs,Poultry,Hyderabad,144,4,15,Card,1.0,576,Medium,March,Saturday,8,True,Low
Zepto,2025-03-09,Bread,Bakery,Hyderabad,219,3,10,Cod,1.0,657,Fast,March,Sunday,9,True,Low
Blinkit,2025-03-10,Paneer,Dairy,Mumbai,202,1,17,Card,3.0,202,Medium,March,Monday,10,False,Medium
Zepto,2025-03-11,Coke,Beverages,Chennai,187,3,8,Upi,1.0,561,Fast,March,Tuesday,11,False,Low
Zepto,2025-03-12,Bread,Bakery,Hyderabad,95,2,9,Cod,1.0,190,Fast,March,Wednesday,12,False,Low
Blinkit,2025-03-13,Milk,Dairy,Delhi,94,5,20,Card,1.0,470,Medium,March,Thursday,13,False,Low
Blinkit,2025-03-14,Bread,Bakery,Bangalore,60,1,21,Cod,3.0,60,Slow,March,Friday,14,False,Medium
Zepto,2025-03-15,Milk,Dairy,Delhi,242,3,18,Cod,3.0,726,Medium,March,Saturday,15,True,Medium
Blinkit,2025-03-16,Snacks,Snacks,Mumbai,166,1,13,Cod,1.0,166,Fast,March,Sunday,16,True,Low
Blinkit,2025-03-17,Bread,Bakery,Hyderabad,30,4,14,Card,3.0,120,Fast,March,Monday,17,False,Medium
Zepto,2025-03-18,Butter,Dairy,Mumbai,217,2,12,Upi,4.0,434,Fast,March,Tuesday,18,False,High
Blinkit,2025-03-19,Bread,Bakery,Chennai,148,3,10,Cod,3.0,444,Fast,March,Wednesday,19,False,Medium
Blinkit,2025-03-20,Eggs,Poultry,Chennai,69,2,11,Cod,5.0,138,Fast,March,Thursday,20,False,High
Blinkit,2025-03-21,Snacks,Snacks,Delhi,50,1,24,Card,1.0,50,Slow,March,Friday,21,False,Low
Blinkit,2025-03-22,Snacks,Snacks,Chennai,125,4,15,Upi,1.0,500,Medium,March,Saturday,22,True,Low
Blinkit,2025-03-23,Rice,Grains,Chennai,31,5,25,Upi,3.0,155,Slow,March,Sunday,23,True,Medium
Zepto,2025-03-24,Coke,Beverages,Delhi,205,3,9,Upi,2.0,615,Fast,March,Monday,24,False,Low
Blinkit,2025-03-25,Coke,Beverages,Delhi,66,5,11,Cod,3.0,330,Fast,March,Tuesday,25,False,Medium
Zepto,2025-03-26,Coke,Beverages,Hyderabad,107,3,13,Cod,3.0,321,Fast,March,Wednesday,26,False,Medium
Blinkit,2025-03-27,Coke,Beverages,Delhi,237,4,16,Upi,4.0,948,Medium,March,Thursday,27,False,High
Zepto,2025-03-28,Rice,Grains,Delhi,139,3,18,Card,5.0,417,Medium,March,Friday,28,False,High
Blinkit,2025-03-29,Milk,Dairy,Hyderabad,62,3,13,Cod,5.0,186,Fast,March,Saturday,29,True,High
Blinkit,2025-03-30,Coke,Beverages,Mumbai,171,5,15,Card,3.0,855,Medium,March,Sunday,30,True,Medium
Zepto,2025-03-31,Eggs,Poultry,Hyderabad,138,2,9,Card,4.0,276,Fast,March,Monday,31,False,High
Blinkit,2025-02-19,Eggs,Poultry,Delhi,66,1,19,Card,1.0,66,Medium,February,Wednesday,19,False,Low
Blinkit,2025-02-20,Bread,Bakery,Mumbai,62,4,20,Card,2.0,248,Medium,February,Thursday,20,False,Low
Zepto,2025-02-21,Paneer,Dairy,Chennai,34,5,15,Cod,4.0,170,Medium,February,Friday,21,False,High
Blinkit,2025-02-22,Eggs,Poultry,Chennai,128,5,22,Card,1.0,640,Slow,February,Saturday,22,True,Low
Zepto,2025-02-23,Juice,Beverages,Bangalore,195,4,8,Card,5.0,780,Fast,February,Sunday,23,True,High
Zepto,2025-02-24,Rice,Grains,Chennai,86,1,12,Card,1.0,86,Fast,February,Monday,24,False,Low
Zepto,2025-02-25,Eggs,Poultry,Delhi,181,1,17,Upi,3.0,181,Medium,February,Tuesday,25,False,Medium
Zepto,2025-02-26,Rice,Grains,Delhi,84,4,10,Card,3.0,336,Fast,February,Wednesday,26,False,Medium
Blinkit,2025-02-27,Bread,Bakery,Chennai,55,4,10,Card,3.0,220,Fast,February,Thursday,27,False,Medium
Blinkit,2025-02-28,Bread,Bakery,Mumbai,173,3,18,Card,5.0,519,Medium,February,Friday,28,False,High
Blinkit,2025-03-01,Milk,Dairy,Mumbai,65,4,10,Card,4.0,260,Fast,March,Saturday,1,True,High
Zepto,2025-03-02,Snacks,Snacks,Delhi,88,3,13,Cod,5.0,264,Fast,March,Sunday,2,True,High
Zepto,2025-03-03,Bread,Bakery,Chennai,222,4,17,Cod,3.0,888,Medium,March,Monday,3,False,Medium
Blinkit,2025-03-04,Atta,Grains,Delhi,145,5,15,Upi,5.0,725,Medium,March,Tuesday,4,False,High
Zepto,2025-03-05,Paneer,Dairy,Delhi,51,1,7,Cod,5.0,51,Fast,March,Wednesday,5,False,High
Zepto,2025-03-06,Eggs,Poultry,Hyderabad,188,4,12,Cod,4.0,752,Fast,March,Thursday,6,False,High
Zepto,2025-01-29,Eggs,Poultry,Mumbai,69,2,18,Cod,4.0,138,Medium,January,Wednesday,29,False,High
Zepto,2025-01-30,Butter,Dairy,Chennai,150,5,13,Card,5.0,750,Fast,January,Thursday,30,False,High
Zepto,2025-01-31,Paneer,Dairy,Bangalore,160,3,7,Cod,2.0,480,Fast,January,Friday,31,False,Low
Blinkit,2025-02-01,Eggs,Poultry,Hyderabad,172,3,23,Card,1.0,516,Slow,February,Saturday,1,True,Low
Zepto,2025-02-02,Butter,Dairy,Chennai,45,5,19,Upi,3.0,225,Medium,February,Sunday,2,True,Medium
Zepto,2025-02-03,Juice,Beverages,Mumbai,167,3,15,Cod,1.0,501,Medium,February,Monday,3,False,Low
Blinkit,2025-02-04,Eggs,Poultry,Mumbai,184,4,15,Cod,3.0,736,Medium,February,Tuesday,4,False,Medium
Zepto,2025-02-05,Bread,Bakery,Chennai,120,3,20,Card,5.0,360,Medium,February,Wednesday,5,False,High
Blinkit,2025-02-06,Coke,Beverages,Bangalore,89,1,17,Cod,4.0,89,Medium,February,Thursday,6,False,High
Zepto,2025-02-07,Eggs,Poultry,Mumbai,116,3,12,Card,1.0,348,Fast,February,Friday,7,False,Low
Blinkit,2025-02-08,Coke,Beverages,Hyderabad,186,2,19,Cod,3.0,372,Medium,February,Saturday,8,True,Medium
Zepto,2025-02-09,Snacks,Snacks,Bangalore,205,3,18,Card,1.0,615,Medium,February,Sunday,9,True,Low
Blinkit,2025-02-10,Juice,Beverages,Hyderabad,104,4,18,Cod,3.0,416,Medium,February,Monday,10,False,Medium
Blinkit,2025-02-11,Milk,Dairy,Hyderabad,119,5,18,Upi,5.0,595,Medium,February,Tuesday,11,False,High
Zepto,2025-02-12,Bread,Bakery,Mumbai,202,4,14,Upi,3.0,808,Fast,February,Wednesday,12,False,Medium
Blinkit,2025-02-13,Juice,Beverages,Delhi,109,3,12,Card,5.0,327,Fast,February,Thursday,13,False,High
Blinkit,2024-12-10,Rice,Grains,Hyderabad,212,4,20,Card,1.0,848,Medium,December,Tuesday,10,False,Low
Blinkit,2024-12-11,Atta,Grains,Chennai,61,2,21,Card,4.0,122,Slow,December,Wednesday,11,False,High
Blinkit,2024-12-12,Coke,Beverages,Mumbai,101,2,20,Cod,3.0,202,Medium,December,Thursday,12,False,Medium
Zepto,2024-12-13,Milk,Dairy,Mumbai,185,3,17,Card,3.0,555,Medium,December,Friday,13,False,Medium
Blinkit,2024-12-14,Milk,Dairy,Delhi,91,2,21,Cod,4.0,182,Slow,December,Saturday,14,True,High
Blinkit,2024-12-15,Eggs,Poultry,Hyderabad,58,5,16,Upi,2.0,290,Medium,December,Sunday,15,True,Low
Blinkit,2024-12-16,Butter,Dairy,Bangalore,127,1,23,Card,1.0,127,Slow,December,Monday,16,False,Low
Blinkit,2024-12-17,Atta,Grains,Chennai,116,1,16,Cod,3.0,116,Medium,December,Tuesday,17,False,Medium
Zepto,2024-12-18,Atta,Grains,Hyderabad,121,2,17,Upi,2.0,242,Medium,December,Wednesday,18,False,Low
Blinkit,2024-12-19,Eggs,Poultry,Bangalore,92,1,21,Cod,4.0,92,Slow,December,Thursday,19,False,High
Blinkit,2024-12-20,Rice,Grains,Chennai,147,2,12,Cod,3.0,294,Fast,December,Friday,20,False,Medium
Zepto,2024-12-21,Atta,Grains,Chennai,201,5,7,Upi,4.0,1005,Fast,December,Saturday,21,True,High
Blinkit,2024-12-22,Bread,Bakery,Delhi,197,2,23,Card,5.0,394,Slow,December,Sunday,22,True,High
Blinkit,2024-12-23,Eggs,Poultry,Mumbai,63,3,24,Upi,3.0,189,Slow,December,Monday,23,False,Medium
Zepto,2024-12-24,Eggs,Poultry,Hyderabad,242,2,10,Upi,2.0,484,Fast,December,Tuesday,24,False,Low
Blinkit,2024-12-25,Snacks,Snacks,Delhi,198,3,16,Cod,3.0,594,Medium,December,Wednesday,25,False,Medium
Blinkit,2024-12-26,Atta,Grains,Mumbai,156,4,18,Upi,4.0,624,Medium,December,Thursday,26,False,High
Blinkit,2024-12-27,Snacks,Snacks,Hyderabad,207,5,15,Card,2.0,1035,Medium,December,Friday,27,False,Low
Zepto,2024-12-28,Biscuits,Bakery,Hyderabad,105,3,17,Cod,1.0,315,Medium,December,Saturday,28,True,Low
Zepto,2024-12-29,Bread,Bakery,Bangalore,49,1,19,Cod,3.0,49,Medium,December,Sunday,29,True,Medium
Blinkit,2024-12-30,Juice,Beverages,Chennai,232,5,15,Upi,3.0,1160,Medium,December,Monday,30,False,Medium
Blinkit,2024-08-11,Eggs,Poultry,Bangalore,37,4,16,Card,4.0,148,Medium,August,Sunday,11,True,High
Blinkit,2024-08-12,Coke,Beverages,Chennai,250,4,21,Card,3.0,1000,Slow,August,Monday,12,False,Medium
Zepto,2024-08-13,Atta,Grains,Hyderabad,192,5,12,Upi,3.0,960,Fast,August,Tuesday,13,False,Medium
Blinkit,2024-08-14,Snacks,Snacks,Bangalore,45,2,18,Card,3.0,90,Medium,August,Wednesday,14,False,Medium
Zepto,2024-08-15,Paneer,Dairy,Bangalore,172,4,8,Card,5.0,688,Fast,August,Thursday,15,False,High
Blinkit,2024-08-16,Snacks,Snacks,Mumbai,106,1,22,Card,3.0,106,Slow,August,Friday,16,False,Medium
Blinkit,2024-08-17,Butter,Dairy,Chennai,109,1,19,Card,3.0,109,Medium,August,Saturday,17,True,Medium
Zepto,2024-08-18,Milk,Dairy,Chennai,122,2,18,Card,1.0,244,Medium,August,Sunday,18,True,Low
Zepto,2024-08-19,Butter,Dairy,Chennai,169,2,19,Card,3.0,338,Medium,August,Monday,19,False,Medium
Zepto,2024-08-20,Atta,Grains,Hyderabad,219,2,7,Cod,3.0,438,Fast,August,Tuesday,20,False,Medium
Zepto,2024-08-21,Juice,Beverages,Bangalore,147,5,16,Cod,5.0,735,Medium,August,Wednesday,21,False,High
Blinkit,2024-08-22,Coke,Beverages,Delhi,248,4,23,Card,5.0,992,Slow,August,Thursday,22,False,High
Zepto,2024-08-23,Coke,Beverages,Mumbai,98,1,16,Upi,3.0,98,Medium,August,Friday,23,False,Medium
Blinkit,2024-08-24,Paneer,Dairy,Hyderabad,84,3,18,Card,5.0,252,Medium,August,Saturday,24,True,High
Zepto,2024-08-25,Atta,Grains,Delhi,65,4,19,Card,1.0,260,Medium,August,Sunday,25,True,Low
Blinkit,2024-08-26,Bread,Bakery,Chennai,148,3,18,Cod,3.0,444,Medium,August,Monday,26,False,Medium
Blinkit,2024-08-27,Snacks,Snacks,Hyderabad,76,3,17,Upi,3.0,228,Medium,August,Tuesday,27,False,Medium
Zepto,2024-08-28,Snacks,Snacks,Hyderabad,245,2,10,Card,2.0,490,Fast,August,Wednesday,28,False,Low
Zepto,2024-08-29,Eggs,Poultry,Chennai,160,5,7,Cod,1.0,800,Fast,August,Thursday,29,False,Low
Blinkit,2024-08-30,Atta,Grains,Bangalore,55,1,14,Cod,1.0,55,Fast,August,Friday,30,False,Low
Blinkit,2024-08-31,Biscuits,Bakery,Chennai,101,3,22,Upi,5.0,303,Slow,August,Saturday,31,True,High
Zepto,2024-09-01,Paneer,Dairy,Chennai,98,3,15,Cod,4.0,294,Medium,September,Sunday,1,True,High
Blinkit,2024-09-02,Juice,Beverages,Mumbai,157,3,11,Upi,3.0,471,Fast,September,Monday,2,False,Medium
Blinkit,2024-09-03,Butter,Dairy,Bangalore,60,3,23,Card,5.0,180,Slow,September,Tuesday,3,False,High
Blinkit,2024-09-04,Milk,Dairy,Bangalore,233,2,10,Upi,5.0,466,Fast,September,Wednesday,4,False,High
Zepto,2024-09-05,Snacks,Snacks,Mumbai,154,4,14,Upi,4.0,616,Fast,September,Thursday,5,False,High
Blinkit,2024-09-06,Snacks,Snacks,Delhi,152,3,23,Cod,3.0,456,Slow,September,Friday,6,False,Medium
Blinkit,2024-09-07,Atta,Grains,Delhi,77,4,13,Cod,3.0,308,Fast,September,Saturday,7,True,Medium
Blinkit,2024-09-08,Biscuits,Bakery,Bangalore,58,5,24,Card,5.0,290,Slow,September,Sunday,8,True,High
Zepto,2024-09-09,Biscuits,Bakery,Mumbai,70,4,20,Upi,5.0,280,Medium,September,Monday,9,False,High
Blinkit,2024-09-10,Snacks,Snacks,Chennai,157,3,25,Card,5.0,471,Slow,September,Tuesday,10,False,High
Zepto,2024-09-11,Milk,Dairy,Mumbai,42,2,18,Cod,3.0,84,Medium,September,Wednesday,11,False,Medium
Zepto,2024-09-12,Eggs,Poultry,Bangalore,58,2,10,Upi,3.0,116,Fast,September,Thursday,12,False,Medium
